repeat,od_idx,origin,dest,alpha,method,punctuality_prob,correct,objective_gap,tie_aware_correct,late_count,delay_sum,max_delay,path_length,mean_time,solve_time
0,8,195,60,0.5,ILP,0.838,True,0.0,True,81,67.45290543235734,3.247656344476428,85,6.934639799799794,30.76347589492798
0,8,195,60,0.5,MILP,0.838,True,0.0,True,81,67.45290543235734,3.247656344476428,85,6.934639799799794,3.880692481994629
0,8,195,60,0.5,Dijkstra,0.838,True,0.0,True,81,67.45290543235734,3.247656344476428,85,6.934639799799794,0.003104955999788217
0,8,195,60,0.7,ILP,0.962,True,0.0,True,19,11.390769892158309,1.9485938066858566,85,6.934639799799794,33.559558391571045
0,8,195,60,0.7,MILP,0.962,True,0.0,True,19,11.390769892158309,1.9485938066858566,85,6.934639799799794,8.060070514678955
0,8,195,60,0.7,Dijkstra,0.962,True,0.0,True,19,11.390769892158309,1.9485938066858566,85,6.934639799799794,0.004725218000203313
0,8,195,60,0.9,ILP,0.996,True,0.0,True,2,0.71436713233701,0.6495312688952843,85,6.934639799799794,21.810327768325806
0,8,195,60,0.9,MILP,0.996,True,0.0,True,2,0.71436713233701,0.6495312688952843,85,6.934639799799794,4.773665189743042
0,8,195,60,0.9,Dijkstra,0.996,True,0.0,True,2,0.71436713233701,0.6495312688952843,85,6.934639799799794,0.0032979980001073272
0,9,510,438,0.5,ILP,0.966,True,0.0,True,17,8.616890090011825,2.363673858104772,45,2.7887401453518215,22.20694923400879
0,9,510,438,0.5,MILP,0.966,True,0.0,True,17,8.616890090011825,2.363673858104772,45,2.7887401453518215,4.256820917129517
0,9,510,438,0.5,Dijkstra,0.966,True,0.0,True,17,8.616890090011825,2.363673858104772,45,2.7887401453518215,0.0027517929997884494
0,9,510,438,0.7,ILP,0.994,True,0.0,True,3,1.9908547200687634,1.4884768444746417,50,2.808561733947465,9.67099642753601
0,9,510,438,0.7,MILP,0.994,False,0.0,True,3,1.7809830112089937,1.4182043148628631,45,2.7887401453518215,11.778942108154297
0,9,510,438,0.7,Dijkstra,0.994,False,0.0,True,3,1.7809830112089937,1.4182043148628631,45,2.7887401453518215,0.0028912770003444166
0,9,510,438,0.9,ILP,0.998,True,0.0,True,1,0.5430073012327332,0.5430073012327332,50,2.808561733947465,3.9954257011413574
0,9,510,438,0.9,MILP,0.998,False,0.0,True,1,0.4727347716209538,0.4727347716209538,44,2.7887401453518197,19.090957164764404
0,9,510,438,0.9,Dijkstra,0.998,False,0.0,True,1,0.4727347716209547,0.4727347716209547,45,2.7887401453518215,0.0029440880007314263
1,0,145,507,0.5,ILP,0.874,True,0.0,True,63,91.8420984269859,5.12843497121715,109,10.304689311339247,120.2488100528717
1,0,145,507,0.5,MILP,0.87,False,0.0040000000000000036,False,65,61.611936477846214,4.71755989324344,134,10.47472443012179,17.000226259231567
1,0,145,507,0.5,Dijkstra,0.874,True,0.0,True,63,91.8420984269859,5.12843497121715,109,10.304689311339247,0.003160982999361295
1,0,145,507,0.7,ILP,0.986,True,0.0,True,7,12.548576814430177,2.830535935946063,134,10.47472443012179,23.856660842895508
1,0,145,507,0.7,MILP,0.982,False,0.0040000000000000036,False,9,12.34247081610665,2.96537616001865,115,10.455731268773496,24.96348738670349
